"Contract No","Title","DAC Code","Contractor","Contractor Nationality","Country or Region","Action location","Amount in Euro","Type of contract","Duration","Duration Unit","Year"
140092,"Construcción de obras de agua potable para abastecer a 51 barrios en el sector nor oeste de Tegucigalpa-31 km de tubería principal, 7 estaciones de bombeo, 35 tanques de almacenamiento ...",14000,"B.E.B. INGG. SPA","Italy","Honduras","51 Barrios en el noroeste de Tegucigalpa; Honduras; Centroamérica",619051.71,"Works",25,"M",2007
145612,"Identification mission for EC support in the area of Environment and Disaster Management - Bangladesh",41000,"AGRECO GEIE","Belgium","Bangladesh","Country: Bangladesh
Location: All over Bangladesh",67705,"Services",88,"D",2007
147357,"Organisation of event: Launching of EIDHR micro-projects 2006(II) and training of beneficiaries",15162,"ISLAMABAD SERENA HOTEL-TOURISM PROMOTION SER PAK LTD","Pakistan","All Countries","Islamabad, Pakistan
Target groups: Beneficiaries of EIDHR micro-projects 2006(II) grant contracts",1065,"Services",1,"D",2007
140665,"Rome ADR Conference 2007 (Relaunched RfS)",15130,"CONCEPTION, ETUDES ET COOPERATION DE FORMATION SA","Belgium","Mediterranean Region","The conference venue is in Rome -Italy ",179952,"Services",159,"D",2007
131859,"Appraisal study to develop the programme proposal for the Water Sector Support Programme 2007/08 to 2011/12",,"COWI BELGIUM SPRL","Belgium","South Africa",,155423,"Services",50,"D",2007
132516,"Mission d'évaluation à mi terme du Programme d'Appui aux Entreprises au Maroc",,"DFC SA","Spain","Morocco","Maroc (pays entier): évaluation à mi-parcours du Programme d'Appui aux Entreprises (secteur privé marocain)",150821.49,"Services",124,"D",2007
145015,"@lis Programme- Final Evaluation",22040,"SOGES SPA","Italy","All Countries","Brussels (BE)
Region Latin America (RAL)
visits paid to the following LA countries: 
Brazil, Bolivia, Chile,  Colombia, Costa Rica, Cuba, Guatemala, Mexico,Panama,   Peru,  Uruguay, Venezuela
European Union (EU)",199983,"Services",172,"D",2007
147852,"DUMMY CONTRACT to be able to link FWC to decision no. 18889 and actual contract 2007/128747 which cannot be linked to decision no. 18889 due to different domains",33110,"INTERNATIONAL BUSINESS MACHINES OFBELGIUM SA","Belgium","Asia","Phnom Penh, Ministry of Commerce (with some work in MoC's provincial offices)",57116,"Services",42,"D",2007
131294,"Assistance technique de suivi du programme d'appui à la réforme de l'assurance maladie",12110,"IBF INTERNATIONAL CONSULTING SA","Belgium","Tunisia","Tunisie",117400,"Services",360,"D",2007
144516,"Agricultural Extension Services for ECOSORN in Siem Reap Province",31166,"PREAHREACHEANACHAKR KAMPUCHEA-","Cambodia ","Cambodia ","The target group is located in 14 target districts in Siem Reap, Battambang, and Banteay Meanchey Provinces in the Kingdom of Cambodia and has been identified as follows:
- 40 of 96 communes = 68,000 households
- 55,000 agricultural households = 280,000 people
- Including 140,000 people with a four-month food deficit per year
- Including 90,000 people with insufficient income to purchase minimum food
- Including 67,000 women aged 18-64
- Including 25,000 youth aged 15-17
- Including Mine/UXO victims in the target villages",186000,"Services",35,"M",2007
116906,"B3.01/04S - Regulatory Assistance to Belarus in the field on Nuclear Safety and Radiation Protection - Lot 1: Radiation measurement techniques and devices, calibration sources",23064,"CANBERRA PACKARD CENTRAL EUROPE GMBH","Austria","Belarus","Target group: Nuclear Regulatory Authority & TSOs in Belarus
Location: Minsk",306687,"Supplies",19,"M",2007
146363,"B3.01/04S - Regulatory Assistance to Belarus - Lot 2: Personal Protection Equipment & Lot 3: Laboratory equipment",23064,"FLOATDENE INTERNATIONAL LTD","United Kingdom","Belarus","Target group: Nuclear Regulatory Authority & TSOs in Belarus
Location: Minsk",361365.13,"Supplies",24,"M",2007
145143,"Final Evaluation: Conflict & Governance Facility",15110,"BUSINESS AND STRATEGIES IN EUROPE SA","Belgium","South Africa","Pretoria, Johannesburg, Cape Town, Durban, Bloemfontein (South Africa)",49480,"Services",32,"D",2007
145191,"Organization of a stakeholders meeting: EU-Asia Business and Environment Cooperation in LDCs, Vientiane, 2008 ",,"APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL","France","Asia","vientiane",164877,"Services",2,"D",2007
135496,"Acquisition d'équipements d'homologation et de certification au profit de l'ARPT",,"SOLUTION MICRO SYSTEM SA","France","Algeria","Bénéficiaire direct: Autorité de Régulation des Postes et Télécommunications (ARPT) en Algérie
Bénéficiaire indirect: secteur PTT en général
Localisation: Alger, Algérie",112185.27,"Supplies",60,"D",2007
137708,"Philippines Local Activities in support of the EC Global Gender Equality Contest, 2007",40000,"ADVOCATE OF PHILIPPINE FAIR TRADE INC","Philippines","Asia","the Philippines",5000,"Services",3,"M",2007
133131,"Consultancy for provision and management of social services in the sugar belt",,"AGRICONSULTING EUROPE SA","Belgium","Swaziland","Swaziland. The Consultants are based in Mbabane, to liaise with relevant Ministries. Frequent trips are required to the sugar production area (Low veld, mainly in the Lubombo Region) in order to liais ewith other stakeholders (workers, millers, etc. ).",158960,"Services",120,"D",2007
129149,"Supplies to State Customs Committee of Uzbekistan (SCC), AP2004 ",15140,"COMPUTER SOLUTIONS BV","Netherlands (The)","Uzbekistan ",,394753,"Supplies",5,"M",2007
139838,"Audit of AWPI 
period: 1/12/2005-15/04/2007",,"TAWIL PAUL","Syria","Syria","Damascus - Syria",5000,"Services",1,"M",2007
129000,"Harmonisation of Environmental Standards II, Russian Federation",41010,"DEUTSCHE GESELLSCHAFT FUR TECHNISCHE ZUSAMMENARBEIT (GTZ) GMBH","Germany","Russia ","Moscow. Moscow Region.",2455300,"Services",30,"M",2007
147813,"TV Video Production on EU Cultural Projects in Egypt",16061,"MEDIA ARTS FOR DEVELOPMENT ASSOCIATION","Egypt","Mediterranean Region","Cairo; Alexandria (Alexandria Governorate); Sta. Katherine (South Sinai Governorate) - EGYPT",10000,"Services",150,"D",2007
144306,"REHABILITATION OF KILOMBERO CANE OUTGROWERS FARM ACCESS ROAD, ALONG MIWANGANI - MTENDEZI AND MSOLWA - KAIZA JUCT. (7.03km)",,"LUQMAN CONSTRUCTION PARTNERSHIP","Tanzania","Tanzania","Sugar outgrowers

Tanzania, Morogoro Region (Kilombero)",159732.15,"Works",3,"M",2007
139345,"ORDER FORM 01 UNDER LOT 2 governed by the provisions of Framework Contract No EVA 2007/social ",91010,"EGEVAL EWIV EUROPEAN GROUP OF EVALUATION","Germany","All Countries","Germnay",25000,"Services",12,"M",2007
99689,"U3.01/04 - Technical support to SNRCU and its TSOs to develop their capabilities on the basis of transferred Western European safety principles and practices (ref AP 7.2.3.1)
",23064,"RISKAUDIT IRSN-GRS INTERNATIONAL GEIE","France","Ukraine","Target group: Nuclear Regulatory Authority & TSOs in Ukraine
Location: Various NPPs in Ukraine of which Chernobyl

",3599784,"Services",48,"M",2007
139376,"Audit of Vietnam human resources development in tourism project",33210,"MOORE STEPHENS LLP","United Kingdom","Vietnam","Hanoi, Vietnam",24813,"Services",60,"D",2007
141067,"Technical Assistance  for the Neighbourhood Programmes Romania-Moldova and CADSES 2004-2005",50000,"REPUBLICA MOLDOVA","Moldova","Tacis Region","Romania, Iasi
",212488,"Services",24,"M",2007
141807,"Capacity Building of the Holding Company for Water and Wastewater (HCWW) For the Hydraulic Automation Sustainability of the National Water Supply and Wastewater Systems of Egypt",,"PARSONS BRINCKERHOFF LTD","United Kingdom","Egypt","Cairo - Egypt",195850,"Services",455,"D",2007
144249,"Regional Integration Conference in Singapore''  ",11000,"APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL","France","Asia","Singapore",169955,"Services",1,"D",2007
147635,"Construction of the Amu River Basin Agency's office Building in Kunduz and the Taloqan River Sub-Basin Agency's Office Building in Taloqan under the Amu River Basin Programme (ARBP)",31140,"CAM GROUP OF CONSTRUCTION COMPANIESLTD","Afghanistan","Afghanistan","Kunduz City - Kunduz Province
Taloqan City - Takhar Province",1048396.21,"Works",18,"M",2007
146813,"Information and Visibility in Moldova",22010,"SYNERGY EUR EST SRL","Moldova","Tacis Region","Republic of Moldova, Chisinau",181560,"Services",24,"M",2007
140717,"Auditoria ¿Prevención de inundaciones en los Estados Falcón, Yaracuy y Miranda¿ ¿ PREVIN",41050,"LARA MARAMBIO & ASOCIADOS SOCIEDADCIVIL","Venezuela","Venezuela","Coro - Estado Falcón - Venezuela
San Felipe - Estado Yaracuy - Venezuela
Los Teques -  Estado Miranda - Venezuela
Caracas - Distrito Capital - Venezuela",5824,"Services",3,"M",2007
134797,"Assistance technique au Ministère de l'Education Nationale du Royaume du Maroc pour le développement d'un Cadre de Dépenses à Moyen Terme",,"IBF INTERNATIONAL CONSULTING SA","Belgium","Morocco","Population cible: Cadres administratifs et financiers du Ministère de l'Education Nationale, au niveau central et décentralisé 

Localisation: Services Centraux (Rabat) et AREF de i) Souss Massa Draa, ii) Marrakech, Tensift, Al Haouz, iii) Taza, Al Hoceima, Taounate, iv) Tanger, Tétouan, v) Meknès Tafilalet",169732,"Services",300,"D",2007
137714,"Specific Contract n° 4 - Framework Contract DI/05850 (SERCO BELGIUM S.A.)",,"SERCO BELGIUM SA","Belgium",,,73920,"Services",20,"M",2007
142999,"Supervision of the Construction of New Central Veterinary Diagnostic and Research Laboratory (CVDRL), Ancillary Works and a Border Inspection Post, and partial rehabilitation of existing CVDRL Building under the AHDP (Afghanistan)",31195,"THE CROWN AGENTS FOR OVERSEA GOVERNMENTS AND ADMINISTRATIONS LIMITED","United Kingdom","Afghanistan","Kabul City (CVDRL & Airport) - Kabul Province",569080,"Services",28,"M",2007
144124,"Audit technique dans le cadre de la clôture du projet PAGSS",,"AGENCE EUROPEENNE POUR LE DEVELOPPEMENT ET LA SANTE SCRL AEDES","Belgium","Morocco","La mission s'est déroulée au niveau de Rabat et de 6 provinces de la région de l¿Oriental (Berkane, Bouarfa, Jrada, Nador, Oujda, Taourirt). 

Elle a visité les 5 hôpitaux financés par le PAGSS (dans les villes de Berkane, Bouarfa, Nador, Oujda, Taourirt) et 18 centres de santé sur les 19 concernés par le PAGSS (Centres de Madaghi, Reggada et Saïdia ¿ Province de Berkane -, d'Aïn Chair, Aitidir et Bnitajit - Province de Bouarfa ¿ de Gafait, Hassi Blal, Oued El Himer et Tiouli - Province de Jrada ¿ de Boudinar, Driouch et Zegangan ¿ Province de Nador ¿ d'Ettoba, Makcem, M'Basso et Ryad ¿ Province d'Oujda ¿ d'El Aioun ¿ Province de Taourirt).",2127,"Services",3,"D",2007
144735,"Supply of Office Equipment to the Government of Georgia for Child Welfare Reform",16010,"J & J JSC","Georgia","Georgia","Social workers of the Ministry of Educaton and Science of Georgia and the State Subsidy Agency of the Ministry of Labour, Health and Social affairs of Georgia. Location: Tbilisi, Georgia",97092,"Supplies",14,"M",2007
144585,"Evaluación de Medio Término al Programa Binacional Honduras - El Salvador",43040,"DANSK LANDBRUGSRADGIVNING LANDSCENTRET FORENING","Denmark","Central America Region","Municipios transfronterizos de Honduras (38 municipios; 7 mancomunidades) y El Salvador (21municipios; 8 mancomunidades)",100370.36,"Services",97,"D",2007
146059,"Construction of Water Supply and Sanitation Facilities
in Battambang, Bantaey Manchey and Siem Reap",43040,"VILLAGE FOCUS INTERNATIONAL","United States","Cambodia ","The target group is located in 14 target districts in Siem Reap, Battambang, and Banteay Meanchey Provinces in the Kingdom of Cambodia and has been identified as follows:
- 40 of 96 communes = 68,000 households
- 55,000 agricultural households = 280,000 people
- Including 140,000 people with a four-month food deficit per year
- Including 90,000 people with insufficient income to purchase minimum food
- Including 67,000 women aged 18-64
- Including 25,000 youth aged 15-17
- Including Mine/UXO victims in the target villages",1080946,"Works",34,"M",2007
144611,"Ex-Post Evaluation of Adarsha Gram I and II Projects",43040,"CARDNO AGRISYSTEMS LIMITED","United Kingdom","Bangladesh","Country: Bangladesh. 
Location: All over Bangladesh except the hill districts",125786,"Services",150,"D",2007
146135,"Seminar on Thematic Instruments and Programmes",,"BCD TRAVEL BELGIUM NV","Belgium","All Countries","Brussels",45125,"Services",4,"D",2007
146105,"Study on economic benefit for Vietnam from further trade liberalisation in the frame of a potential EU-ASEAN FTA",99810,"INTERNATIONAL BUSINESS MACHINES OFBELGIUM SA","Belgium","Vietnam","Hanoi and Ho Chi Minh City, Vietnam",199914,"Services",197,"D",2007
146675,"Support to Cooperation between the Euro-Mediterranean Energy Regulators (MEDREG)",23010,"MEDITERRANEAN WORKING GROUP ON ELECTRICITY AND NATUREL GAS REGULATIONASSOCIAZIONE","Italy","Mediterranean Region","The partner countries involved are Algeria, Egypt, Israel, Jordan, Lebanon, Morocco, the Palestinian Authority, Syria, Tunisia, and Turkey. Activities will be organised Rome, Italy and in various locations of the Mediterranean region.  ",300000,"Services",18,"M",2007
147476,"Conference organisation for EIDHR Turkey Forum",15162,"TE-VE-TE TURIZM VE SEYAHAT ACENTASILIMITED SIRKETI","Turkey","Turkey",,33260,"Services",6,"M",2007
133001,"Aménagement et mise en valeur en bour des Doukkala - Evaluation de fin de projet ",,"ITALTREND SPA","Italy","Morocco","La zone d'action de l'Office Régional de la Mise en Valeur Agricole des Doukkala.   Les bénéficiaires finaux sont les agriculteurs de la région.",95367.01,"Services",60,"D",2007
144149,"Identification mission: Action plan for EC support to Afghanistan Public Health Sector",12110,"CONSEIL SANTE SA","France","Afghanistan","Afghanistan",103178,"Services",45,"D",2007
141083,"Training to Master in Veterinary Public Health at Chiang Mai Universtiy, Thailand.",11420,"CHIANG MAI UNIVERSITY","Thailand","Laos","Chiang Mai Centre for Regional Public Veterinary Health, Chiang Mai, Thailand and 
Freie University, Berlin, Germany,",31000,"Services",24,"M",2007
144858,"ESTUDIO DE EVALUACION FINAL DE PRRAC-PROMAPER",14020,"ILF BERATENDE INGENIEURE ZT GMBH","Austria","Nicaragua","Ciudad Sandino y Mateare
Ubicación cercana a Managua, en Nicaragua, Centroamérica",46836.16,"Services",72,"D",2007
135722,"71-P1-INN-2-4-DPS13-L3-R1",,"TRANSTEC SA","Belgium","Tunisia","Tunisie",1047,"Services",1,"M",2007
147755,"Evaluation ex-post des programmes antérieurs de canne villageoise en Côte d'ivoire et identification des opportunités pour la relance de cette production",,"CABINET DE CONSULTANTS ASSOCIES COFFI ET YAHAUT SARL","Ivory Coast","Ivory Coast","La base opérationnelle de l'étude est Abidjan; des prestations sont réalisées sur chaque site des complexes sucriers , à Ferké 1 et Ferké 2",75000,"Services",4,"M",2007
141273,"Auditoria del proyecto",,"REPUBLICA DE CHILE","Chile","Chile","Santiago de Chile, Oficina central de la Agencia de Cooperación internacional de Chile",4500,"Services",13,"M",2007
